Comments,HateSpeech
ও একজন থার্ড ক্লাস মহিলা।,1
তরে জুতার বারি দরকার,1
লজ্জা ছাড়া বেহায়া অন্য মানুষের জামাইকে নিয়ে আবার বড় বড় কথা বলে ,1
এতো পাকন্নামি করে গুরু নেওয়া যাবেনা,0
না না সুন্দর খুবই সুন্দর ফসল,0
এই গানটা আমি অনেকবার শুনেছি। গানটা শুনলে মনের ভিতরে অন্যরকম ভালোলাগা কাজ করে। শুভকামনা রইলো।,0
বাংলাদেশ নিয়া কথা বলার কে তুই শালা,1
মোজা পেয়েছি ভিডিও দেখে ,0
"পৃথিবীতে সত্যিকার অর্থে আপন কেউ নেই, সবাই যার যার স্বার্থ নিয়ে চলে",0
এই শালার ঘরের শালারা কল তোরার জ্বালায় ফেসবুকে ঢুকতে পারি না,1
অকে সবাই আনফলো করে দেওয়া উচিত,0
পাশের মাগির বেটারা কি দাঁড়াই খেলা দেখতেছে কিছু কইতে পারল না মাগির বেটারেরা ,1
এখন সঠিক সময় এসেছে এই দরনের মহিলাদের বিচার করা দরকার৷,0
পোস্ট দাতা হচ্ছে খানকি মাগির পোলা ,1
তুই হচ্ছিস সব থেকে বড় লুচ্চা,1
তুই ত লেংটা হলেই পারস,1
তুদের হেডা,1
এদের নিয়ে পোষ্ট দেওয়া মানে সমস টুকুই ডাষ্টবিনে ফালানো।,0
পূর্ণতার হাসি,0
আমার মনে হয় মেয়েটি নষ্ট হওয়ার আগে আপনি বিয়ে করে ফেলেন কেননা কেননা আপনার আর এত জ্বলছে,1
হ্যাঁরে তুই দড়ি খেলা দেখাতে এসেছিস নাকি তোর বল দেখাতে এসেছিস,0
লুচ্চা মামুন,1
অন্যায় যে বা যারা করছে তার বিচার অবশ্যই হবে একজনের জন্য তো পুরো দল বাদ দেয়া যাবে না,0
ওরে বাটপার ,1
"সেই অভাগাটা আমি ভাই, যেইটাই চায় সেইটায় হারায় কি একটা আমার জীবন ",0
"খনিকের পোলারা ওয়েট কর, তুগো বাঁধ হেডার ভিতরে দিয়া ভরে দেমু!",1
গনহারে পুলিশ হত্যা এবং সাধারণ জনগণের হত্যার বিচার আগে করতে হবে।,0
কুত্তার বাচ্চারে সাংবাদিক বলতেও লজ্জা করে,1
খইলো নু বালা অইজিবো,0
"ভালোবাসার গভীরতা কোনো বাহ্যিক প্রাপ্তি বা জাঁকজমকের ওপর নির্ভর করে না। তা হলো নিঃস্বার্থ একটি অনুভূতি, যেখানে হাজার টাকার সাইকেলের পিছনে বসেই আপনি পৃথিবীর সেরা আনন্দ পেতে পারেন!",0
শালা কুত্তার বাচ্চা শালা ভন্ড,1
পেতনি পেতনি লাগে সত্য টা বলছি,1
"ছি ছি ছি দুনিয়া টা কি করছে এরা, ঐ মহিলা তো পুরা বস্তির ফকিন্নি,",1
মা কে তো সব থেকে বেশি সুন্দরী লাগছে মাশাল্লাহ,0
দেখ তোর আসল চেহারা,0
প্রিয় মানুষের শন্যতা পৃথিবীর কোনকিছু দিয়ে পুণ্য করা যায় না!,0
এই সালা কনো সাংবাদিক নাকি আতংকো,1
ইন্ডিয়ার মিডিয়া নিজের চরকায় তেল না দিয়ে বাংলাদেশ নিয়ে গুজব ছড়াতে ব্যস্ত,1
মাদারি পুরের চুর।মাদার সুদ পরিবার,1
একদিন দেখি ওড়না নাই অন্য দিন দিকি হিজাব আহা ,0
খানকি তোর একটুও লজ্জা নাই,1
ওনাকে জিজ্ঞাসা কড়া হইছে দেখেই বলছে নিজ থেকে তো বলে নাই।,0
মেধাবিরা লুটিয়ে নিলো সাধারণ রা চেয়ে গেল,0
হু হু সিলিম লাগতাচে,0
পছন্দ ভালোবাসা যেমন তেমন টার্গেট শুধু মুতার জায়গায় গুতার তাল ,1
কেউ কি পারছ না ধরে ঠাস করে ভরে দিতে,1
"জেদি আর রাগী মানুষ নিজেও শান্তি পায়না, কাউকে শান্তিতে রাখতেও পারেনা। এরা অভিসপ্ত।",0
ওনি হলো একটা চরম বেয়াদব।,1
সবই টাকার লিলাখেলা,0
ঠিক এই মেয়েটাকে নস্ট করে দিছে বিয়া দপ রা,1
গান্জা খোর গান্জা খেয়ে কুল ফায় না আবার আইছে শিক্ষার্থী দাবি করতে ছি ছি ছি,1
নষ্ট ফ্যামেলী নষ্ট ছেলে মেয়ে। এরা এগুলো করে ভিউ কামানোর জন্য। এটা টাকা ইনকামের পথ।,1
নাদান পোলাপান কয় কী,0
আর সবার মাঝে মরিচ ঢালেন নাইলে ওর জ্বালা,0
"আমি হঠাৎ টিভি খুলে প্রথমে এদের ব্যাটিং দেখে মনে হইছে, টার্গেট ১১৬ আর এটা বোলিং পিচ",0
নোবেল টা এখনি নেবেন না বড়ি দিয়ে আসবো ,0
লুচ্চা + লুচ্চনি,1
আল্লাহর গজব পড়ুক যে বা যারা এই কাজ করেছে আমিন,0
বাংগালী পাদ দিলেও সেটা ইতিহাস ,1
দুচির ভাই বাঙ্গুদের আবেগে হাত দিছে।,0
"পবিত্র পাপী, খনিকের পোলা",1
আপু আমার ধোন দাঁড়াই গেছে তুমি কি আমারে একটু খাওয়াইবা,1
যারা বস্তির ছেলে জন্ম ঠিক নাই তারা এসব নাটক করার জন্য মদ দেয়,1
বিউটিফুল ভিডিও অনেক সুন্দর,0
একদিন আসো খেলি দেখি তোমার কতো জোর আছে ঠেলা সামলাতে পারবা তো ,0
আমার অনেক হাসি পাচ্ছে আমি এখানে আসলে কি আমার পাপ হবে  ,0
"এই সালার টুনটুনি ঠিক করার দরকার নাই, হালার চরিত্র খারাফ ",1
বড়লোকের বেডির বড় বড় দুধ,1
মৌমিতা আপু আজ নিজেকে পুরুষ বলতে লজ্জা লাগছে ,0
এই সুদানির পুত তোরা এতোদিন কোথায় ছিলি,1
আপু মনে হয় সামনে পর্নোগ্রাফিতে বাংলাদেশকে প্রেজেন্ট করতে যাবে ,1
এই লোক চিটার কয়েকবার গ্রেফতার হয়েছে।,1
শালারা দেশটাকে খেয়ে ছেড়েছে!,1
একদম ঠিক আছে বিড়ির দাম বেড়ে যাওয়ায় ভালো,0
পিচ্চিটার চাওনি অনেক সুন্দর,0
হায়রে চোরের দল,1
তোমাকে পাওয়ার যুদ্ধে শেষ বাঁধাটা তুমি নিজেই ছিলে!,0
পাগলচুদা হুদাই চিল্লায়,1
"এই গান শুনতে শুনতে জীবনটা তেজপাতা হয়ে গেছে, একদম ভাল্লাগে না, ",1
যত সব ফালতু পোষ্ট,1
খানকির পোলা,1
আপনার ভিডিও অসাধারণ চমৎকার ,0
সত্যি দুঃখ জনক,0
ভীতু দিয়ে কখনও বিপ্লব হয় না। জ্ঞানীদের কথা,0
মরে গেলে তালাক কি ভাবে দেয় ,0
সব কয়টা মাদারবোর্ড,1
ভন্ডটা কি সুন্দর ভং ধরছে,1
বয়কট এসব রুহানি সন্তান দের,1
এদেরকে দ্রুত বিচারের আওতায় আনা হোক,0
আহারে মানুষ। কী প্রজন্মে পৌঁছেগেছি আমারা ,0
ভাইয়ার এক্সপেকটেশন জেনো সাপের খেলা ,0
মানুষ হারিয়ে গেল এই সুন্দর স্মৃতি রয়ে গেল ,0
বাংলাদেশের প্রথম সারির সব প্রতিবন্ধি কে দেখে ভালো লাগতেসে।,0
"আবর্জনা,",1
