Comments,HateSpeech
আগে নাটক দেখলে চোখ দিয়ে পানি আসতো আর এখন নাটক দেখলে টুনটুনি দিয়ে পানি চলে আসে,0
এই মহিলা যে কি পরিমান মিথ্যাবাদি আল্লাহ এই মহিলাকে হেদায়েত দান করুক,1
কাপড় তোলা লুচ্চার বাপের।,1
যদি কখনো শুনেন আমি আর নাইআমায় মাফ করে দিয়েন আর মন থেকে একটু দোয়া কইরেন,0
পথেঘাটে বাজারে নিশিদ্ধ পল্লিতে জন্ম নিয়েছে আওয়ামী লীগ ,1
"হাওয়ার পোলা ওই বুরা বেডির নাম লায়লা, তুই লেলা কস কে?",1
চোরের মায়ের বড় গলা,1
তুমি মানে তুমিই ! তুমিতেই আমি! তুমিতেই শান্তি ,0
যে মানুষগুলা পুরা জীবন তছনছ করে দিয়ে চলে যায় তাদের কি,0
জনির কাসে পাঠে দাও,0
আজকে গোপালগঞ্জ বাসীর জন্য হবে লাইলাতুল ব্যাটিংর রাত।,0
ধুর দালাল এখন আইসা অন্যের দোষ দিতাছস দালালের বাচ্চা দালাল ,1
ভাই তোমাকে ধন্যবাদ কয়েকটা কুকুরের বাচ্চা,1
মাংগের নাতি আদু ভাই,1
আরেক বেয়াদপ মহিলা,1
খানকির পোলা তুই,1
গরীবের সুখ কপালে সয় না,0
জালিয়াতি করলে আজ আমাদের জীবন ও সুন্দর হতো,0
তাতে কার কি যায় আসে স্বার্থপর কখনো অন্যের টা চিন্তা করে না তারা নিজের টা ই ভাবে,0
ভিডিওটি ভালো লাগলো ভাই যার জন্য বন্ধু হয়ে গেলাম,0
চোর দাড়াইতেছে ভোটে। ,1
বাটপারের বাচ্চা একটা,1
সাউআর নেতা আসছে।চোরের বাচ্চা চোর,1
আলহামদুলিল্লাহ তার দোয়াই হয়েছি এখন দেশে যাওয়া বাকী,0
তুই তো বেইমান কাল নাগিনী,1
অপূর্ব পোস্ট।,0
মগজহীন,1
"আরি সালা কি দেখলাম এক্কেরে দাড়িয়ে গেল যে,",0
সব গুলা মারা খাওয়া মারানী,1
"আমার মা কে নিয়ে এখন এইরকম টেনশন হয়,",0
মনে হয় একটা পরী নামলো আকাশ থেকে ,0
ভালোবাসা প্রকাশ করলে মানুষ হারিয়ে যায়,0
জীবন বাঁচানো ফরজ ,0
মানুষ কত অমানুষ সেটা প্রমাণ পাওয়া গেছে ,1
অসাধারণ অভিনয়টা আপু।,0
আমার দেখা সেরা অশিক্ষিত মেয়ে,1
লোভী মহিলা,1
শাকিব খান পচা ডিম,1
এ হালায় বেইমান,1
"তাহসান জাস্ট একটা অমানুষ,তা না হলে কি করে আবার অভিনয় করে ওর সাথে",1
সব সুদানীর জী তখনই বুঝে।,1
উনি সেই বন্ডমাথা যিনি গর্ববতি না হয়ে সন্তান পয়দা করেন,0
বাল ওয়ালী চাই একটা,1
তোমার ভিডিও দেখে আমি এত পরিমানে হাসি আমার খারাপ মন ভালো হয়ে যায় তোমার ভিডিও দেখে,0
বাংলাদেশী মিয়া খলিফা ,0
এই শহরের বুকে জালাল মান্দারনাতী তগো চোদ্দগুষ্টি দালাল,1
সাংবাদিক হইল মাগির মাগির বাচ্চা,1
জীবনে কত বিষাক্ত কাল নাগিনী নিয়া ঘুরছি„রাসেল ভাইপার তো কিছুই না!,1
বিশ্বের এক নম্বর দুইটা বেহায়া।,1
এতদিন ছিল মা এখন আছে বাপ লজ্জা নাই এগুলার,0
"চুপ থাক, বেয়াদপ কোথাকার। কেক বানানো ভুলিয়ে দেব",1
আমি বলছি তোদের জন্য কুত্তার সোনা পাঠাইতাম নি,0
আপনি মনে হয় খাট কাঁপাতে পারবেন।,0
ওরে শয়তান শয়তান আর শয়তানি করে না তুই করো বুঝে গেছি,1
সুন্দর একটি ভিডিও শেয়ার করার জন্য ধন্যবাদ,0
গাছ যেমন ফল ও তেমন কয়েক দিন পরে একটা পতিতালয় চালু করবে সরদার থাকবে মামুন এর মা ,0
এখন পুঠকি দিয়ে ডিম থেরাপি অবশ্যম্ভাবী হয়ে গেছে?,1
কানের নিচে ঠাস কইরা ২টা দিলেই উল্টা পাল্টা বলা ছুটে যাবে ফাউল,1
একজন হারামজাদা,1
তেলটা সত্যিই খুবি ভালো,0
মুতার জায়গায় গুতা ঠিক বয়সে পড়লে ১৬ বছরের একটা মেয়ে থাকতো,1
সুমন ভাই সত্যি আপনার ভিডিও গুলো দেখে আমরা অনেক কিছু জানতে পারি ধন্যবাদ প্রিয়ভাই আপনাকে ,0
যে বান্দির পোলা ছাড়ছে ওয়ে আরেক আচুদা নটির ঘরে জন্ম। হালার পুত গান দিয়া ছাড়ছে।,1
আহ্ কি সুখ ,0
মানুষ কথা দেয় শুধু মূহুর্ত কে সুন্দর করতে ,0
বিপুল স্যারের মেয়ে প্রমা,0
এই শালায় পাবনা কারো থেকে কিভাবে ছাড়া পাইল,0
নির্লজ্জ বেহায়া আর অসভ্য একটা খানকি,1
কথা টা শুনতে খারাপ হলেও সত্যি অধিকাংশ আর্জেন্টিনা ফ্যানরা মুর্খ বোকাচোদা হয়,1
সব কালপিট গুলোর শাস্তি চাই,1
বাঙ্গালী জাতি হিসেবে আমি আজ লজ্জিত,0
দালাল বান্দির পুলা তোদের খতা বিশ্বাস করবে মানুষের ঈমান চলে যাবে সালার পুত,1
"সালাহ ঠিকই বলছিস, তুই বাইঞ্চদ",1
"ঠিক এই ভাবে আমিও বলেছিলাম আজ আমি তার  রাণী,",0
ওয়াও অসাধারণ আপু আপনার ভিডিও গুলো অস্থির ভালোবাসা অবিরাম প্রিয় আপু ,0
"মাশাআল্লাহ আপনাদের সবাইকে অনেক সুন্দর লাগছে, আপনাদের সবার প্রতি ভালোবাসা অবিরাম ",0
এই হলো তোমার ইমান তুমি রাজনিতি না বুইজা ই এমপি হইয়া গেলা আর এখন আসছো নাটক চোদাইতে,1
দুইটাই দামড়া ,1
মজা পাইছি ভাই সুন্দর ভিডিও,0
হাসাইলি শয়তান,1
"শিক্ষিত বেয়াদব, ভাইরাস হওয়ার এমন করছে।",1
কিরে তোর মাআম্মা পুত তোর মাফুতে কিতা করস ওই হালা কাইরা টাকা দেখি রে,1
ডেডবডির ক্ষেত্রেও একই কথা বলেছে কিন্তু বেশি চাপাবাজীর জন্য ফ্লপ।,0
এদের ইন্টারভিউ নেই কোন সুদানির ফুয়ার সাংবাদিকরা বা কোন চ্যানেলে,1
"তোর গুদও, নেই",0
শুভ রাত্রি সবাই কে,0
তবে বৌদি কিন্তু বেশি হট ,0
যারাই পরির স্পর্শ পাবে তারাই ভূত হয়ে যাবে,1
রা তরুন প্রজন্মকে নষ্টামি ছাড়া আর কিছুই দিতে পারবে না। তাই সামাজিক ভাবে এদেরকে বয়কট করা উচিত।,1
ভাইরাল হওয়ার নিনজা টেকনিক নাজিম তানিশা,0
"দালালের দালাল, পাকিস্তানের বংশধর",1
তিনি তো এখনো বাইরে স্বাধীনভাবে ঘুরতেচে ,0
লজ্জা থাকলে ইন্ডিয়া আসবে না চিকিৎসা করানোর জন্য,0
আমার নাম ছিলোনা আল্লাহ বাঁচাইছে ,0
ইত্যাদি ভুয়া শিল্পী ও প্রমোট করে।,1
জনি সিং এর কাস্টমার বুঝাই যাচ্ছে পাড়াদের রাতের খাবার,0
এই ছেরি গোছল করে না দেখে মনে হয়,1
"২৭ তারিখ পরীক্ষা আছে,, হাতে আছে একদিন তাও ফোন নিয়ে বসে আছি। এই জীবনে এই কাল আর আসলো না। ",0
এই মাদারবোর্ড এর শরিলে এত কারেন্ট কেন,1
লাভ ইউ শ্বেতা দি শুধু যে তুমি সুন্দর তা নয় অনেক গুণী মে তুমি,0
উফফ!,0
"ক্ষমতার লোভে সৈরাচার সরকারকে সমর্থন করেছে,",1
ভাইরাল হওয়ার জন্য শাকিব খান নাম টাই যথেষ্ট সব ভাইরাল হওয়ার ধান্দা,0
এই মহিলার কথা শুনলে আমার বমি আসে,1
"আমার চাওয়া প্রিয় মানুষটাকে, কেউ একজন না চেয়েই পেয়ে যাবে!",0
মাছের দাগার ফুটো আর বৈশাখীর নাভির ফুটো অনেকটা একইরকম লাগ যাই হোক শুভ জামাই ষষ্ঠী ,0
বোতা দা দিয়ে কাটলে ব্যাথা পাইবেন দেইখা ধারালো দা দিয়ে কেটে দিছে,0
হেলমেট বাহিনীর পুটকি দিয়া রড ঢুকানো উচিত। মাদারচুদ রা আগে পুলিশলীগডিরে দর,1
থাকবে কি করে সমানে গুতা নিলে শক্তি আরো বাড়ার কথা,1
পুটকি মারা সারা,1
তোর দুইটা পুটকিরিতে কাঁচামরিচ লাগানো যাইতো তুই ঠিক আছে,1
যখন কেউ আমার সামনে তার আব্বুকে আব্বু বলে ডাকে তখন আমার বুকটা ফেটে যায় ,0
"হারাতে দিলে মানুষ হারায়, রাখতে জানলে একসাথে শেষ সূর্যাস্ত দেখা যায়!",0
ভূতের মুখে রাম নাম,1
আজেবাজে পোস্ট এর মারে চুদি,1
"আল্লাহ যাকে সম্মানিত করেন, কারো সাধ্য নেই সে সম্মান কেড়ে নেয়ার! আলহামদুলিল্লাহ!",0
প্রিয় মানুষের ভিডিও গুলো দেখলে খুবই ভালো লাগে। তাই ওনাদের প্রত্যেকটা ভিডিও দেখে ওনাদেরকে অনুসরণ করি। অবিরাম ভালোবাসা নিবেন প্রিয় ,0
গর্বিত পিতার ক্লিভেজ কন্যা।,0
ভাইয়া আপনার পিছের ছেলেটা কে হয় সব সময়ই দেখি আপনার পিছে থাকে,0
আমরা দেখতে চাই রেন্ডি মাগি,1
এই এক আওয়ামীর দালাল ধর্ম ব্যবসায়ী,1
আপনি যে এইভাবে খবর পড়েন। আপনার হাসি পায়না?,0
ঠিকই কথা বান্ধবী না সতীন,0
এখন তো মনে হইতাছে পৃথিবীর সমস্ত ড্রাইভার রা কপি করে ,0
এমন ভাবে চেয়েছি বলেই আজ ঠকে গেলাম,0
ইয়ামাবুদ গালি কন্ট্রোল করার শক্তি দাও ,0
কুতার বাচ্চা পুলিশ তোদের কে ঘৃনা করি,1
এইটা একটু বেশিই সুন্দর ছিলো,0
"কে তুরে দোয়া করে,অভিশাপ দেই তুই ভালো থাকবিনা",1
ধরে নিয়ে পাগলা গারদে দিয়ে আসা উচিত অভদ্র একটা মহিলা,1
সহবাস করে দে কেউ তানিশারে,1
তুই বাল পালাই আটি বদিস মানদার পো,1
হাঁচি দেওয়ার আগ মুহূর্তে উরাধুরা কোপা,1
আমার মনে হয় রাসেল ভাইপারের আতংক না থাকলে আজকের খেলাটা আমরাই জিততাম।,0
কত বড় অভাগিনী এই মেয়েটা। ,1
সাকিব ঠিকই বলছে বাংলাদেশ ২০০ নেওয়ার খেলোয়াড় না টি-২০ তে,0
"খানকির পোলারা তোরা আমার ভাই বোন কে এবাবে মারিস না, তোগো খাবর আছে",1
এই শালা কি সস্তা মাল খেয়ে আসছে নাকি বে,0
বিশ্রী মহিলা!,1
ওই ফকিন্নির পোলা ফালাইছে কই,1
এই নাটক টা এখনো শেষ করে না কেন। বাজে নাটক একটা,1
ভালোবাসা অবিরাম,0
ভাই সত্যি বলতে তাদের হাওয়া ভবনের তিনটি সিট দখল হয়ে গেছে। ,0
খুনির হাত সব সময় লাল হয়,0
এটা কি ছিলো মাহি আপু,0
বাপ বেটা কি বোকা চুদা নাকি ,1
আমি মনে করি ওনি পাগল ছাড়া আর কিছু নয়‍,1
লুচ্ছা একটা বন্ধু চাই ,1
আমি দেখেছি আপু,0
"জারজের বাচ্চা রা দেশে যা শুরু করছে,",1
"এটা অতি বারাবাড়ি, অতিরিক্ত কোনকিছুই ভাল নয়।",0
আরেকজনের স্বামী কায়দা নিয়া ঘর করে লুচ্চা মাছ,1
পুরা হট দেখা যাইতেছে ফিতা দেখা,0
এ পাক্কা গাঞ্জা কাইছে এরে তামাও নাইলে পুটকি লাল হইতে বেশি সময় লাগবে না,1
"হাসতে হাসতে সেষ আমি, আরো ভিডিও চাই ভাই ",0
হিজরার মতো লাগে আগে সুন্দর লাগতো।,1
পিস তল নিতে আসছে মাং গের পোয়া বেডারা বুঝে,1
এইসব শালার পুতেদের কারনে বিএনপির বদনামী,1
সমাজটাকে নষ্ট করল এরাই।,1
"মনে কষ্টের পাহার, মাথায় হাত রাখার মতো মানুষ নেই",0
এমন মজার মজার জোকস শুনতে আমাদের সাথে থাকুন।,0
এই বোকাচোদা কয়কি,1
বেলজ্জা মা ছেলে ,1
"একটা মেয়ে হয়ে আরেকটা মেয়ের এরম নৃশংস ব্যাপার করেছে,",0
এডা কি বেডি না ডাইনি,1
বোম্বের হিজরা,1
আর চিনতা নাই নিজের পতি কনফিডেন্স ফিরে পাইছি।,0
হারাজদা গাঁজাখোর ,1
ভাষা হারিয়ে ফেলছি রে ভাই ভিডিও টা দেখে,0
মাদার চোদ সালারা,1
ধুরো হারাম জাদা কইলো ডা কি ,1
দোয়া করি সে যেন তোমার মত এতটা অসভ্য ও নির্লজ্জ না হয়।,0
জোকারের থেকে জঘন্য মাদারবোর্ড,1
ব্যবহারে বংশের পরিচয় এর ব্যবহার শুনলে বুঝা যায় যে কোন বংশের মাইয়া,0
দোষ করল কে!,0
হুমোনদি কামডা করলো কি,1
দালালের বাচ্চা বলে কি,1
পৃথিবীর সব গোলাপ আমার হতো,0
কতটা ভয়ংকর নারী আল্লাহ,1
খুব সুন্দর ভিডিও আপু ,0
৪ নং টা সবচেয়ে সুন্দর,0
গোয়া দিয়ে দম বের হয়ে যাবে।,1
চুতমারানির পুত এ দালাল.,1
বিভিন্ন ধরনের মিথ্যা মামলা দেওয়া বাংলাদেশের পুরনো অভ্যাস।,1
আরে ফকিননির পোলা আর কত কি দেখায়বি,1
"অনেক রাজ্য জুড়ে পুটকিমারা দিয়েছে তো, তাই এই নামটা মনে হয়েছে।",1
এমন একটা জল হস্তি নদী থেকে লোকালয়ে আসলো কিভাবে,0
সময় আমাদের জীবনের কোনো কিছু নষ্ট করে না! শুধু শিখিয়ে দিয়ে যায় বাস্তবতা কি!,0
হোগার উপর কামড় দিলে পুরস্কার পাবা আনে,1
খুবই মজা পেলাম ভিডিওটি দেখে,0
আমার ওজন বেশি হয়ে গেছে।রিক্স নিতে চাচ্ছি না,0
এই মেধাবীরে একবার লাগাতে চাই প্লিজ,0
তুই আসলেই বুকাচোদা একটা,1
"এই শালা মাথা ইডিট করেই ভাইরাল,",0
নাভিদের বাচ্চা ঢাকা শহরে কোথায় ছিলে টোকাই,1
"ভাই তুই ছ্যাকা খাবি, হাসিনা মুদির আকাটা টা নিতে বেশি পছন্দ করে, তাই তো মুদির কাছে গেছে রাত্রে খেলায়।",0
বেশশা হইয়া ফিরে আসছে ,1
এই সালাগো কোন সরমবরম নাই কেমনে আসে মিডিয়ার সামনে,1
খুব শীগ্রই বাংলাদেশ থেকে গরীব দূর হবে ইনশাল্লাহ ,0
বাপের পুটকি মাইরা দিছে,1
ওকে ডিম থেরাপি দেওয়া হোক,1
কুত্তার বাচ্চা ,1
দু্দ দেখাই সালাম দিতেছোস কেন আহারে খনিকের মেয়ে ,1
বাল না গজানোর আগে তাবাল হলে যা হয় আর কি,0
এটা একটা বেয়াদব মেয়ে। সত্যি ই একে কি শিক্ষায় বড় করছে এর বাবা মা।,1
"এটা, খানকির পোলা",1
কুওার ধনটা লিপিসটিকের মত উননতমানে,1
কাকিমা বল ডান্স করছে,0
তুই আর কোন নতুন করে ভিডিও দিবি না তোর সাথে ফেসবুকে ঢুকতে পারি না চুতমারানি,1
মুদি দাদুর নতুন বৌ বলে কথা ,0
ওয়াও। মাশাল্লাহ আপু তোমাকে অনেক সুন্দর লাগছে,0
তুই রাজাকার সালা ,1
"এই কুত্তার বাচ্চা গুলো আগামীতে কি ধরনের লুটপাট করবে, তার একটা ছোট্ট নমুনা।",1
তোদের মেন্টালের সমস্যা আছে বুঝছোস কুরবানির গরু নিয়ে তোরা তামশা পাইছো,1
"সে যেদিন যায় ভালো যায়, শুভকামনা রইলো আপু",0
নোটির ছেলে,1
কোনহাইন্দা হোগা মারছে বরিশাইল্লারা,1
"চোরার ফাঁসি হওয়া দরকার, ড্রাইভার শতকোটি টাকার মালিক।",1
আমার বাবা সেদিক থেকে খুবই ভাগ্যবান ছিল।,0
আমার ঘর বাড়ি কিছু নাই বাজান বন্যায় সর্বহারা এক মায়ের আর্তনাদ!,0
শেষ হাসিটা সুন্দর ছিল ,0
প্রথমে মনে করসি আপনার জান,0
চমৎকার একটা ভিডিও অনেক অনেক শুভকামনা ও ভালোবাসা রইলো আপনাদের জন্য,0
ওয়েস্ট ইন্ডিজে কি গে নাই হালাগরে মোটা ধোন দিয়া পুটকি মাইরা দিত,1
আমার বর এর কারন কোনো শালী নেই কারণ আমি সবার শালী ,0
দেশের মানুষ এর আর কোন কাজ নাই। সব সময় মানুষের বৌ নিয়ে চিন্তায় থাকে।,0
ধোনের ভিডিও বনাইছো ভায়া সেই হইছে,1
অনেক সুন্দর করে সত্যি কথা গুলো উপস্থাপন করেছেন ভালো লাগলো অনেক ধন্যবাদ।,0
একজন নির্যাতিত মহিলাকে নিয়ে এভাবে মজা করা ফ্যাসিবাদের প্রেতাত্মার পরিচয় বহন করে।তোরা হইলি ছরম পরিমানের ভেয়াদপ।,0
শালার গায়ে কি ময়লা ,1
তোর মা বাবা জীবনে ভুল করছে তোকে জন্ম দিয়ে,1
এগুলা মেসেঞ্জারে সেক্স করা মেয়েরা,1
ওরে মাদারবোর্ড ,1
"নাটক কম করো প্রিয় তোমার লেবরা ভাই মামুনের সেলুনে কি বাল ফেলাতে যায়,",1
এই মাঙ্গের নাতি রে কোন ভাবে পৃথিবীর বাহিরে ড্রপকরা যায় না,1
শুয়োরের বাচ্চা সব,1
"দিনে দিনে তোর গলা আর গায়কীর ভক্ত হয়ে উঠেছি রে মা! কি অসামান্য যে গাইলি! যদি সাহস করে মনের কথা বলি, মূল গানটির চেয়ে কোনো অংশে কম লাগলো না (শ্রদ্ধেয় হেমন্ত কুমার শুনতে পেলে স্বয়ংও বোধহয় তাই বলতেন)।",0
কিছু কিছু মেয়েদের জন্য আমরা মেয়েরা কলঙ্কিত হই,1
এদের কে আর কত গালি গালাজ করব ,1
"আমার আকুল আবেদন, ওনার তল দেশে মরিচের গুঁড়ো দেয়া হোক,",0
এরা দেশের কলঙ্ক জাতির কলঙ্ক সমাজের নোংরা কিটপতঙ্গ দূগন্ধ ছড়ায় সব জায়গায়,1
মাদারচোদ অনেক ইউনিভার্সিটিতে অস্ত্র রাইকা চলে গেছে ছাত্রলীগের পোলাপাইন,1
তানিশার চোখ লুচ্চা ছেলে দের মত,1
এক নাম্বারের সুদানিরফুয়া,1
ধুর বাল কি উল্টা পাল্টা বলেন। আমার তো দেখলেই দাঁড়ায়। আর লেংটা হয়ে সামনে আসা তো অনেক দূরের ব্যাপার,1
"অসাধারন, অপূর্ব, তুমি অনেক বড়ো হও আশীর্বাদ করি! ",0
এই ভয়ানক খুনি হাসিনা কে এখানে এনে রাখা হুক,1
বুড়ো শালার পুটকিদের টাকা ঢুকিয়ে দেবো,1
অনেক কষ্ট লাগলো আপু দোয়া করি ইনশাআল্লাহ সবসময়ই ভালো থেক,0
ভাইরে ভাই এত লুচ্চা মেয়ে দেখছি এরকম মেয়ে তো কখনো দেখিনি,1
কেঁদে আর সুখ পাইলাম কই। হেঁসে না হয় দুঃখকে আপন করে নিলাম।,0
পায়ে ধরেও কিছু কিছু মানুষ কে ধরে রাখা যায় না,0
দুদুকের চোখ কানা মনে হয়,0
অনেক সুন্দর হয়েছে আপু আপনার ভাইয়ের মতন ভাই পাওয়া ভাগ্যের ব্যাপার,0
যেরকম নাইকা বস্তি গান ও বস্থির মত যতসব ফালতু,1
আর একটু বেশি সময় থাকলে ভালো হয় ,0
চুলের গুহায় মুখ না দেয়া আমি,0
বাওতা বাজি বন্ধ কর,1
চোর বাটপারের গুষ্টি,1
"বেচারা শুধু শুধু পরিমনীর ভুলের জলে ডুব দিল, তোমার রুপের আগুন তাকে কি স্পর্শ করতে পারে নি",0
নেশাখোর সালা ,1
আপু সো হট,0
এক চোর গেছে হাজার চোর রেখে,1
এ নারী বেহায়া নির্লজ্জ,1
"আরে হাতিকা মাগী এতো পর কই থেকে বের হইলি, তোরে তো পাবলিক চুদে দেবে",1
আমার বাড়া আছে নিবা,1
"খেতে গেলাম তিশাকে না, খেতে নিয়ে গেলাম তিশাকে",0
হাতুরে সিং যে রিশাদ কে জোর করে নিছে রিশাদ এখন ভালো করতেছে এটা তো তোমরা বলবা না। সালা ভিউ ব্যবসায়ীর দল সব ,1
দূর মাদারচুদ,1
মেয়েটির সাথে যা হয়েছে খুব খারাপ খুব জঘন্য নিকৃষ্ট মানের কাজ হয়েছে,0
বাংলাদেশের অভিশাপ লাগছে আফগানিস্তান এর উপরে ,1
ওকে দেখেই বোঝা যাচ্ছে ১০০ পিস ইয়াবা খেয়েছে,0
আলহামদুলিল্লাহ আমার জীবনেও এমন আপু কিন্তু আমি এখনো কাউকেই পাইনি পাশে ,0
ইলিশ তোর পুটকি দিয়ে ভরে দেওয়া হবে,1
এদের দেখলে বুমি আসে,1
আগে এমন ইনকাম করো হারাম না করে হালাল কর,0
বোকা চোদা ,1
এর নতুন নতুন দুধ মোটা হচ্ছে তার জন্য মামুনি আনন্দই আছে,1
উচ্চবংশীয় ছাগলের বেওয়ারিশ মডেল!,0
ভাই সেক্স করলে হ্যান্ডেল মারলে না ,1
বোকা ছিল এদের বাবাকে বোকা বানিয়ে গ্রামের সব মানুষের এদের মাকে চোদে,1
"ফালতু গান, ",1
ভাই তুই ইন্ডিয়ায় আসিস না তোর টুনটুনি না থাকলেও ভালো কারণ তোদের দেশের মীরজাফররা ইন্ডিয়ার বদনাম ছাড়া সুনাম করে না,1
"এমন কোনো মেয়ে আমার জীবনে আসুক যে আমাকে ঠকিয়ে বুঝাবে কেনো ভালোবাসা উচিত নয়,",0
হাজারো মানুষের মুখে হাসি  এমন খবর শুনে,0
মাশাল্লাহ অনেক সুন্দর কলিজার ভাই এগিয়ে যান আপনার জন্য দোয়া এবং ভালোবাসা রইল ইনশাআল্লাহ,0
এই জুলুমের শেষ কোথায়?,0
বুইরা ছাড়া ভাতার পায়না,1
তুই ড্রাইভারি করে বিদেশ মারাস কিভাবে!,0
দালাল কুত্তার বাচ্চা চোরের মতো পলাইছস তোর ক্ষমা নাই,1
ঐ বাল দিয়া কি করমু?,1
এখন এটা তুলে বুবুর তলদেশে ভড়ে রে দেওয়া হোক ,1
সর চোর,1
বস্তির বেডি,1
পয়সা লাগে না দেখে আমার মতো একটা বাজে মেয়ে মানুষ ফেসবুকে এসে পাগলের মতো কথা বলছি।,1
এদের শাস্তি হওয়া দরকার,1
এই ফালতু মেয়েটাকে বলার কিছু নেই,1
"নতুন মুক্তিযোদ্ধাদের জন্য কোটা বরাদ্দ রাখা হোক, আর পূর্বের মুক্তযোদ্ধাদের রাজাকার ঘোষণা করা হউক।",0
কি দিন আসছে. অস্ট্রেলিয়াকেও এখন বাংলাদেশের দিকে চেয়ে থাকতে হবে,0
"বেয়াদব, নূন্যতম জ্ঞান টুকু নেই এদের মাঝে",1
শালা বানচোত পুরোটাই,1
মাঝ খানের মেয়েটির নিত্য দারুণ ছিল,0
"মেয়াদ পার হয়ে যাওয়া গাঁজা খাইছে, চোদনা!",1
হেডার সৈনিক,1
পরী তো নয় যেন এক একটা ধান্দাবাজ ডাইনী,1
চদপুরের মাল চোরের দালাল,1
মাশাল্লাহ মাশাল্লাহ সবাই সুন্দরী আল্লাহর দান,0
আজাইরা ফালতু পাবলিক,1
ওকে দৌলতদিয়া পোস্টিং করা হোক।,0
যাবৎ জীবন কারাদণ্ড দেওয়া হোক সকল খুনীদের,1
১২ ভাতারির ফল,1
তোর জন্মের দোষ আছে!,1
আকাম করবা তুমি আর টাকা দিবে পাবলিক ,0
এই আইডিটার পুটকি লাল করতে হবে,1
চোররাই সবসময়ই সাধুর ভেস ধরে,0
তোর বাপ চোর.,1
তুমি আমার ভালোবাসা তুমি আমার শান্তির জায়গা অনেক ভালোবাসি বর জান তোমায় ,0
এই মহিলা মেয়েটার জীবন শেষ করে দিচ্ছ,0
ম আকার মা ল বাল,1
"তখন আমার আবেগ কাজ করছে বিবেক কাজ করে নাই,",0
আহারে বেচারা মেয়ে হয়ে বেঁচে গেছি ,0
এই বেডি তো উচ্চ লেবেলের বেয়াদব,1
নাটক বাজ রাক্ষুসী ডাইনির ,1
মহারানী,0
"মাদারীপুর নিয়ে আমার পরিকল্পনা মারাও, দূর্নীতিরটাকা নিয়ে মানব সেবা করবার লাগছো",0
জাতি হিসেবে আমরা অসভ্য তা না হলে এমন কাজ কেউ করতে পারে,1
তোরা কুত্তার বাচ্চারা দেশটাকে জাহাননাম বানাই ফেললি!,1
সঠিকতা বলেছো সেটা মেয়ে হোক বা ছেলে,0
বাংলাদেশ কে আবার তছনছ করে দিতে,0
আমি কোনো দিনই তাকে খুনি বলবনা,0
নেংটা পিক দেও একটা ,1
কপাল ভালো বলে এমন একটা বউ পেয়েছিলেন ভাইয়া। ,0
ওরা হাগে রোডে আবার মুভি ,0
আপনাদের নেতা কর্মীদের রশির মাধ্যমে ঝুলিয়ে রাখার জন্য।,1
অতিরিক্ত কোন কিছুই ভালোনা। এর বিচার হবে একদিন।,0
ভাই আগে দাদিরে কয়েকদিন খাইতে দেন তারপর মাঠে নামতে কন ,0
লবণ দেখতে যেমন চিনির মতো. কিছু মাগী দেখতে তেমন পরীর মত.,1
ফালতু,1
আহারে বেচারা  মেয়ে হয়ে বেঁচে গেছি ,0
"ব্রেকিং নিউজ গাঁজা সংকটে বাংলাদেশ, মিলছে না কোথাও। পূর্বের মজুদ কৃত কয়েকটি দোকানে সাংবাদিকদের উপচে পড়া ভিড়। ",0
অনেক লাইক করতাম তাহাসান কে।কিন্তু এখন অনেক ঘ্রিনা করি,1
বেহায়াপনা বন্ধ করতে বিশবিদ্যালয় প্রশাসনের পদক্ষেপ কামনা করছি।,0
এইসব ভিডিওতে সমাজ নষ্ট হয় কোন শিক্ষা নিয়েও তো ভিডিওই নয় ,1
"খাটের কথা না ভেবে গতি বারানর নাম বড়োলোক, জা হয় হক গতি থামাবনা",1
দালাল এর মাইরে চুদি,1
"ও বলছে মুস্তাক তোমার ছোট,",0
এই ভাই টার মত আল্লাহতালা একদিন আমার স্বপ্নটা পূরণ করবে ইনশাল্লাহ,0
নাটক কম চুদাও হেডার পো,1
এদের বাড়ি পরিবারের খবর লও কেউ  তার গোয়া লাল করতে হবে,0
"আহ্, কুত্তার বাচ্চার কাম টা দেখছেন",1
মেহেগাভীন ,0
শুওরের বাচ্চা ও শুয়োরই হয়,1
আমি সিঙ্গেল বারোভাতারী,1
এসবও কি দেখিয়ে দিতে হয় নাকি? নিরলজ্জ যারা তারা এসব করে মোবাইলে ছারে।,0
পৃথিবীতে যার বাবা নাই সেই বুঝে বাবা না থাকার কত কষ্ট ,0
এই সব কুতার বাচ্চা সাংবাদিকদের জন্য আরো সমাজ নষ্ট হয়,1
ঢং এর কোন শেষ নেই ,1
অতীতে একা মারতো এখন সবাই মারে সামলাতে পারো না,0
কত কোটি টাকার মালিক ম্যাডাম,0
যে বেয়াদব এর শেষ নেই সেই মহিলা।,1
মহিলাকে জনসিং এর কাছে পাঠিয়ে দেওয়া হোক,0
মানুষের মেন্টালিটি কত খারাপ হয়ে যাচ্ছে দিনদিন,0
শালার পুতের চেহারা দেখ ফেরাউন এর ছোট ভাই,1
রুনাখান অনেকদিন যাবত চেষ্টা করতেছে একটা সুগার ডেডির,1
তাহেরী মনে হয় মাঠে ঘাস খায়,1
বাবা মা কোথায় ছিলো উনার সাথে মানুষ থাকার কথা আল্লাহ সুস্থ করে দিক আমিন,0
